Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1446	-	GH13_3(295-512)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.148	-	CE20(118-430)	CE20_e44	CE20	N	3	CE20	Putative carbohydrate esterase (CE20)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.149	-	CE2(143-356)	CE2_e7	CE2	N	3	CE2	Putative acetylmannan esterase (CE2)	Mannose and mannoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.150	3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1	GH1(2-457)	GH1_e113	GH1	N	3	GH1	Broad specificity beta-glucosidase (GH1)	Beta-glucoside utilization in bifidobacteria; Mannose and mannoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1500	-	GH25(57-242)	GH25_e6	GH25	Y(1-26)	3	GH25	1,4-beta-N-acetylmuramidase	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1501	-	GH25(142-328)	GH25_e248	GH25	Y(1-28)	3	GH25	Beta-1,4-N-acetylmuramidase LytC (GH25)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1522	3.2.1.88:2	GH36(113-645)	GH36_e35	GH36	N	3	GH36	Beta-L-arabinopyranosidase (GH36)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1536	3.2.1.21:6	GH3(76-307)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1546	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(193-544)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3	GH13_14	Pullulanase (GH13_14)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1551	-	GH13(32-379)	GH13_e57	GH13_44	N	3	GH13_44	Alpha-1,4-glucosidase (GH13_44)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1552	2.4.1.25:4	GH77(192-715)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1558	3.2.1.20:2	GH13_30(33-401)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1569	3.2.1.185:2	GH127(6-577)	GH127_e0	GH127	N	3	GH127	Putative beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1573	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-411)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1582	3.2.1.22:8	GH36(29-683)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.170	-	CE4(294-409)	CE4_e312	CE4	N	3	CE4	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.271	3.2.1.23:6|3.2.1.31:2	GH2(35-1024)	GH2_e104	GH2	N	3	GH2	Beta-1,4-galactosidase-2 (GH2)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.379	2.4.1.25:4	GH77(190-697)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.382	3.2.1.68:15|3.2.1.-:1	GH13_11(195-561)	GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.43	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(41-251)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.48	-	GH30_1(39-504)	GH30_e2	GH30_1	N	3	GH30_1	Flavonoid/ginsenoside beta-xylosidase (GH30)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.482	3.2.1.23:35	GH2(2-694)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.489	3.2.1.23:18	GH42(28-400)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.49	3.2.1.-:1	GH42(15-382)	GH42_e0	GH42	N	3	GH42	Flavonoid/ginsenoside alpha-L-arabinopyranosidase (GH42)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.514	3.2.1.55:1	GH43_12(11-366)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.519	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.520	-	CE20(81-199)+CE20(377-500)	CE20_e33	CE20	N	3	CE20	Putative XOS/AXOS acetyl or feruloyl esterase-1 (CE20)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.522	3.2.1.55:2|-	GH43_10(1-196)+CBM91(240-436)	GH43_e2+CBM91_e2	GH43_10	N	3	GH43_10	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.61	3.2.1.55:37	GH51(8-512)	GH51_e0	GH51	N	3	GH51	Putative alpha-1,5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.922	3.2.1.1:5|3.2.1.116:1	GH13_32(7-115)	GH13_e240	GH13	N	3	GH13_32	hypothetical protein	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.923	-	GH13_32(2-175)	GH13_e26	GH13	N	3	GH13_32	Fragmented pullulanase (EC 3.2.1.41)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.951	3.2.1.1:3	GH13_5(27-364)	GH13_e25	GH13_5	N	3	GH13_5	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.975	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.993	2.4.1.18:57|2.4.1.18:14	GH13_9(299-599)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1371	-	-	GH23_e487	GH23	Y(1-50)	2	GH23	hypothetical protein	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1416	2.4.1.20:14|2.4.1.49:1	-	GH94_e12	GH94	N	2	GH94	hypothetical protein	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1577	-	-	GH36_e44	GH36	N	2	GH36	Alpha-1,3/4-galactosidase (GH36)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1598	-	-	GH23_e314	GH0	Y(1-21)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1001	3.2.1.185:2	GH127(3-566)	GH127_e0	GH127	N	3	GH127	Beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1003	3.2.1.187:2	GH121(4-1467)	GH121_e0	GH121	Y(1-33)	3	GH121	Extracellular beta-L-arabinobiosidase (GH121)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1004	3.2.1.55:1	GH43_29(92-415)	GH43_e210	GH43_29	Y(1-36)	3	GH43_29	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1039	-	GH13_3(317-535)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1092	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1094	-	CE9(84-440)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1127	3.2.1.22:8	GH36(38-714)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1136	-	GH172(93-353)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1141	3.2.1.20:2	GH13_30(31-393)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,2/3/4-glucosidase (GH13_30)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1143	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1165	-|-|-	GH43_10(1-277)+CBM22(348-483)+CBM91(520-748)	GH43_e148+CBM22_e16+CBM91_e32	CBM22+GH43_10	N	3	GH43_10	Extracellular double substituted arabinoxylan alpha-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1166	3.2.1.8:4|3.2.1.55:3|3.2.1.37:1|3.2.1.-:1|3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1|3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1	CBM22(49-176)+GH43_16(221-552)+CBM6(582-714)	CBM22_e12+GH43_e261+CBM6_e6	CBM22+CBM6+GH43_16	Y(1-44)	3	GH43_16	Extracellular monosubstituted arabinoxylan alpha-1,2/3-L-arabinofuranosidase (GH43_16)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1191	3.2.1.23:35	GH2(22-903)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1221	-	GH13_4(31-428)	GH13_e4	GH13_4	N	3	GH13_4	Amylosucrase (EC 2.4.1.4)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1302	-	CE9(65-423)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1529	2.4.1.25:4	GH77(189-697)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1532	3.2.1.68:15|3.2.1.-:1	GH13_11(230-596)	GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.158	-	GH3(129-355)	GH3_e11	GH3	Y(1-17)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1607	2.4.1.211:13	GH112(5-750)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1676	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-538)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1677	3.2.1.55:1	GH43_12(21-367)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1679	-	GH120(315-404)	GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1688	-	GH25(44-224)	GH25_e8	GH25	Y(1-40)	3	GH25	hypothetical protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1775	-	GH25(236-422)	GH25_e221	GH25	N	3	GH25	Choline binding protein A	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1796	-	GH27(163-355)	GH27_e1	GH27	N	3	GH27	Beta-L-arabinopyranosidase (GH27)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1799	3.2.1.185:2	GH127(14-618)	GH127_e0	GH127	N	3	GH127	Putative beta-L-arabinofuranosidase (GH127)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1816	3.2.1.145:1	GH43_24(90-458)	GH43_e313	GH43_24	Y(1-34)	3	GH43_24	Extracellular exo-beta-1,3-galactanase (GH43_24)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1817	3.2.1.213:1|3.2.1.213:1	GH30_5(39-635)	GH30_e37+CBM13_e247	CBM13+GH30_5	Y(1-32)	3	GH30_5	Extracellular exo-beta-1,6-galactobiohydrolase (GH30_5)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1827	3.2.1.55:1	GH43_22(518-758)	GH43_e249	GH43_22	Y(1-27)	3	GH43_22	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria; Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.187	2.4.1.18:57|2.4.1.18:14	GH13_9(287-587)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1889	-	GH13_20(46-332)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1968	-	GH25(10-190)	GH25_e8	GH25	N	3	GH25	hypothetical protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.205	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(10-99)+GH13_11(179-532)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.2120	3.2.1.140:1	GH136(46-625)	GH136_e10	GH136	Y(1-31)	3	GH136	Extracellular lacto-N-biosidase (GH136)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.2123	3.2.1.21:6	GH3(81-312)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.2124	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(54-324)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.2241	3.2.1.52:1	GH20(177-492)	GH20_e24	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-1 (GH20)	HMO utilization in bifidobacteria; N-glycan utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.2294	3.2.1.26:6	GH32(44-352)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.349	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.35	3.2.1.55:5	GH51(268-750)	GH51_e47	GH51	N	3	GH51	Putative alpha-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.4	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.404	3.2.1.49:1	GH129(3-627)	GH129_e0	GH129	N	3	GH129	Alpha-N-acetylgalactosaminidase (GH129)	O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.6	3.2.1.55:37	GH51(53-564)	GH51_e0	GH51	N	3	GH51	Alpha-1,3/5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.665	-	CE8(86-406)	CE8_e12	CE0	N	3	CE8,CE0	Pectinesterase (EC 3.1.1.11)	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.711	-	GH32(120-290)+GH32(353-488)	GH32_e130	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.739	-	GH25(2-129)	GH25_e8	GH25	N	3	GH25	hypothetical protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.872	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.886	3.2.1.55:37	GH51(9-515)	GH51_e0	GH51	N	3	GH51	Putative alpha-1,5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.888	-	GH31(166-595)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase-3 (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.894	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.901	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.905	2.4.1.25:4	GH77(204-728)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.910	-	GH31(198-627)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.923	-	GH43_32(68-351)	GH43_e162	GH43_32	N	3	GH43_32	hypothetical protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.967	3.2.1.97:8|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH101(347-1088)+CBM32(1554-1687)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-30)	3	GH101	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1105	-	-	GH23_e314	GH0	Y(1-33)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	fig|216816.1984.peg.1437	-	-	GH23_e447	GH23	Y(1-33)	2	GH23	hypothetical protein	-
