mcSEED_subsystem	name	alt_names	annotation	dupl_subsystem	dupl_homolog	phenotype	pathway	type	classification	additional_classification	function	regulon	evidence	PMID	example_id_mcSEED	example_locus_tag	additional_info
Arabinose and arabinoside utilization	AraU	NA	Putative transcriptional regulator of arabinose transporter (ROK family)	NA	NA	Ara	L-arabinose utilization	regulator	ROK	NA	Predicted to regulate the expression of araFGH	AraU	predicted	29740413;35729224	fig|565042.3.peg.1627	BLLJ_1570	Reporter containing the promoter region is induced on D-fructose, D-galactose, D-ribose, D-xylose, and L-arabinose (PMID: 35729224)
Arabinose and arabinoside utilization	FruE	NA	Fructose/xylose/ribose ABC transporter substrate-binding component (TC 3.A.1.2.23)	d	NA	Fru;Xyl;Rib;Ara	D-fructose utilization;D-xylose utilization;D-ribose utilization; L-arabinose utilization	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	characterized	22102285	fig|206672.9.peg.35	BL0033	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated on D-fructose, D-ribose, and D-xylose (PMID: 22102285). Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan (PMID: 38752423)
Arabinose and arabinoside utilization	FruF	NA	Fructose/xylose/ribose ABC transporter permease component 1 (TC 3.A.1.2.23)	d	NA	Fru;Xyl;Rib;Ara	D-fructose utilization;D-xylose utilization;D-ribose utilization; L-arabinose utilization	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	characterized	22102285	fig|206672.9.peg.37	BL0035	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated on D-fructose, D-ribose, and D-xylose (PMID: 22102285). Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan (PMID: 38752423)
Arabinose and arabinoside utilization	FruG	NA	Fructose/xylose/ribose ABC transporter permease component 2 (TC 3.A.1.2.23)	d	NA	Fru;Xyl;Rib;Ara	D-fructose utilization;D-xylose utilization;D-ribose utilization; L-arabinose utilization	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	characterized	22102285	fig|206672.9.peg.38	BL0036	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated on D-fructose, D-ribose, and D-xylose (PMID: 22102285). Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan (PMID: 38752423)
Arabinose and arabinoside utilization	FruK	NA	Fructose/xylose/ribose ABC transporter ATP-binding component (TC 3.A.1.2.23)	d	NA	Fru;Xyl;Rib;Ara	D-fructose utilization;D-xylose utilization;D-ribose utilization; L-arabinose utilization	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	characterized	22102285	fig|206672.9.peg.36	BL0034	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated on D-fructose, D-ribose, and D-xylose (PMID: 22102285). Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan (PMID: 38752423)
Arabinose and arabinoside utilization	AbfC	BAD_0156	Alpha-1,5-L-arabinofuranosidase (GH1)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH1	intracellular	Releases terminal alpha-1,5-linked arabinose (L-Araf) residues from arabinobiose, arabinotriose, arabinotertaose, and arabinopentaose	AauR	characterized	23924734	fig|367928.6.peg.161	BAD_0156	NA
Arabinose and arabinoside utilization	Abf43A	AbfII_1;BL0184;BflsABF43A	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH43_27	intracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from branched alpha-arabinooligosaccharides and sugar beet arabinan	AauR	characterized	doi.org/10.3390/ijms25063175	fig|206672.9.peg.1483	BL0184	NA
Arabinose and arabinoside utilization	Abf43B	AbfII_2;BL0187;BflsABF43B	Alpha-1,5-L-arabinofuranosidase (GH43_26)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH43_26	intracellular	Releases terminal alpha-1,5-linked arabinose (L-Araf) residues from arabinobiose, arabinotriose, arabinohexaose, and debranched arabinan. Not active on branched alpha-arabinooligosaccharides	AauR	characterized	doi.org/10.3390/ijms25063175	fig|206672.9.peg.1487	BL0187	NA
Arabinose and arabinoside utilization	Abf43C	NA	Putative alpha-L-arabinofuranosidase (GH43_22)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH43_22	intracellular	Predicted to release terminal alpha-arabinose (L-Araf) residues from alpha-arabinooligosaccharides	AauR	predicted_new	NA	fig|1680.178.peg.190	CV760_00875	NA
Arabinose and arabinoside utilization	Abn43A	AbnA1;BflsABN43A	Extracellular endo-alpha-1,5-L-arabinanase (GH43_4)	NA	NA	aAOS;AR	Alpha-arabinooligosaccharide utilization;Arabinan degradation	CAZyme	GH43_4	extracellular	Releases short-chain alpha-arabinooligosaccharides (DP2-4) by cleaving internal alpha-1,5 glycosidic linkages in long-chain alpha-arabinooligosaccharides and debranched arabinan. Also releases branched alpha-arabinooligosaccharides from sugar beet arabinan	AauR	characterized	doi.org/10.3390/ijms25063175	fig|206672.9.peg.1482	BL0183	NA
Arabinose and arabinoside utilization	Abn43B	AbnA2;BflsABN43B	Endo-alpha-1,5-L-arabinanase (GH43_4)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH43_4	unknown	Releases short-chain alpha-arabinooligosaccharides (DP2-4) by cleaving internal alpha-1,5 glycosidic linkages in long-chain alpha-arabinooligosaccharides and debranched arabinan	AauR	characterized	doi.org/10.3390/ijms25063175	fig|206672.9.peg.1481	BL0182	NA
Arabinose and arabinoside utilization	Abf146	NA	Putative beta-L-arabinofuranosidase in alpha-AOS locus (GH146)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH146	intracellular	Predicted to release terminal beta-arabinose (L-Araf) residues	AauR	predicted_new	NA	fig|547043.16.peg.932	BPSE_0870	NA
Arabinose and arabinoside utilization	CaeA	NA	Hydroxycinnamic acid esterase	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	NA	intracellular	Releases hydroxycinnamic acid from oligosaccharides	AauR	characterized	30473685	fig|206672.9.peg.1485	BL0186	NA
Arabinose and arabinoside utilization	AauA	AauA1	Putative alpha-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|206672.9.peg.1489	BL0188	NA
Arabinose and arabinoside utilization	AauB	AauB1	Putative alpha-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|206672.9.peg.1490	BL0189	NA
Arabinose and arabinoside utilization	AauC	AauC1	Putative alpha-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|206672.9.peg.1491	BL0190	NA
Arabinose and arabinoside utilization	AauA	AauA2	Putative alpha-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|401473.3.peg.228	BDP_0240	NA
Arabinose and arabinoside utilization	AauB	AauB2	Putative alpha-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|401473.3.peg.230	BDP_0241	NA
Arabinose and arabinoside utilization	AauC	AauC2	Putative alpha-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|401473.3.peg.231	BDP_0242	NA
Arabinose and arabinoside utilization	AauA	AauA3	Putative alpha-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|518635.5.peg.1060	BIFANG_03010	NA
Arabinose and arabinoside utilization	AauB	AauB3	Putative alpha-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|518635.5.peg.1059	BIFANG_03009	NA
Arabinose and arabinoside utilization	AauC	AauC3	Putative alpha-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	predicted	29740413	fig|518635.5.peg.1058	BIFANG_03008	NA
Arabinose and arabinoside utilization	AauR	NA	Putative transcriptional regulator of alpha-arabinooligosaccharide utilization (LacI family)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in alpha-arabinooligosaccharide utilization	AauR	predicted	29740413	fig|206672.9.peg.1484	BL0185	NA
Arabinose and arabinoside utilization	Abf51A	BL0544	Putative alpha-1,5-L-arabinofuranosidase (GH51)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH51	intracellular	Predicted to release terminal alpha-1,5-linked arabinose (L-Araf) residues from alpha-arabinooligosaccharides	AbfR	predicted	NA	fig|206672.9.peg.1286	BL0544	57% seq. identity with characterized alpha-1,5-L-arabinofuranosidase from Streptomyces lividans (PMID: 8092996)
Arabinose and arabinoside utilization	Abf51A	AfuB-H1;BL1611	Putative alpha-1,5-L-arabinofuranosidase (GH51)	NA	d	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH51	intracellular	Predicted to release terminal alpha-1,5-linked arabinose (L-Araf) residues from alpha-arabinooligosaccharides	AbfR	predicted	NA	fig|206672.9.peg.1667	BL1611	57% seq. identity with characterized alpha-1,5-L-arabinofuranosidase from Streptomyces lividans (PMID: 8092996)
Arabinose and arabinoside utilization	AauA4	AraNt	Putative alpha-arabinooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	predicted	29740413	fig|1150461.5.peg.561	BBSC_0539	NA
Arabinose and arabinoside utilization	AauB4	AraPt	Putative alpha-arabinooligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	predicted	29740413	fig|1150461.5.peg.562	BBSC_0540	NA
Arabinose and arabinoside utilization	AauC4	AraQt	Putative alpha-arabinooligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	predicted	29740413	fig|1150461.5.peg.563	BBSC_0541	NA
Arabinose and arabinoside utilization	AbfR	NA	Putative transcriptional regulator of alpha-arabinooligosaccharide utilization-2 (LacI family)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in alpha-arabinooligosaccharide utilization	AbfR	predicted	29740413	fig|1150461.5.peg.565	BBSC_0543	NA
Arabinose and arabinoside utilization	Abf51B	AbfB;BL1166	Alpha-1,3/5-L-arabinofuranosidase (GH51)	NA	NA	GOS;aAOS	Galactoligosaccharide utilization;Alpha-arabinooligosaccharide utilization	CAZyme	GH51	intracellular	Releases terminal alpha-1,3/5-linked arabinose (L-Araf) residues from arabinobiose, arabinotriose, arabinotertaose, arabinopentaose, arabinan, and arabinoxylan	BgaR	characterized	12957891	fig|206672.9.peg.876	BL1166	NA
Arabinose and arabinoside utilization	Abf51C	BL1138	Putative alpha-L-arabinofuranosidase (GH51)	NA	NA	aAOS	Alpha-arabinooligosaccharide utilization	CAZyme	GH51	intracellular	Predicted to release terminal alpha-arabinose (L-Araf) residues	NA	predicted	NA	fig|206672.9.peg.848	BL1138	NA
Arabinose and arabinoside utilization	BlArafA	BLLJ_1854	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	d	NA	AR;AGII	Arabinan degradation;Type II arabinogalactan degradation	CAZyme	GH43_22	extracellular	Releases terminal alpha-1,3-linked arabinose (L-Araf) residues from larch wood (type II) arabinogalactan and arabinan	AraQ	characterized	30564851	fig|565042.3.peg.1919	BLLJ_1854	NA
Arabinose and arabinoside utilization	BlArafB	BLLJ_1853	Extracellular alpha-1,5-L-arabinofuranosidase (GH43_22)	NA	NA	AR	Arabinan degradation	CAZyme	GH43_22	extracellular	Releases terminal alpha-1,5-linked arabinose (L-Araf) residues from arabinan	AraQ	characterized	30635377	fig|565042.3.peg.1918	BLLJ_1853	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on arabinan (PMID: 30635377)
Arabinose and arabinoside utilization	BlArafC	BLLJ_1852	Extracellular alpha-1,2/3-L-arabinofuranosidase (GH43_27)	NA	NA	AR	Arabinan degradation	CAZyme	GH43_27	extracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from arabinan and arabinoxylan. Releases arabinose 100 times faster from arabinan than from arabinoxylan; not active toward arabinogalactan	AraQ	characterized	30635377	fig|565042.3.peg.1917	BLLJ_1852	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on arabinan (PMID: 30635377)
Arabinose and arabinoside utilization	BlArafD	BLLJ_1851	Extracellular alpha-1,2/5-L-arabinofuranosidase (GH43_UC_26)	d	NA	AXOS;AX;AR	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation;Arabinan degradation	CAZyme	GH43_UC;GH43_26	extracellular	The protein contains two GH domains with different activities. The GH43_UC domain releases terminal alpha-1,2-linked arabinose (L-Araf) residues from double-substituted xylose residues in arabinoxylooligosaccharides and arabinoxylan, whereas the GH43_26 domain releases terminal alpha-1,5-linked arabinose (L-Araf) residues from arabinan	AraQ	characterized	30635377	fig|565042.3.peg.1916	BLLJ_1851	NA
Arabinose and arabinoside utilization	BlArafE	BLLJ_1850	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	d	NA	AXOS;AX;GA	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation;Gum arabic degradation	CAZyme	GH43_22;GH43_34	extracellular	The protein contains two GH domains with different activities. The GH43_22 domain releases terminal alpha-1,3-linked arabinose (L-Araf) residues from (i) alpha-1,3-Araf monosubstituted xylose (e.g., XA3XXX) in arabinoxylan, (ii) alpha-1,3-/alpha-1,4-Araf disubstituted galactose in gum arabic. The GH43_34 domain releases the remaining alpha-1,4-linked arabinose (L-Araf) residues from gum arabic	AraQ	characterized	35108084;35235007	fig|565042.3.peg.1915	BLLJ_1850	NA
Arabinose and arabinoside utilization	BlArafX	NA	Putative extracellular alpha-L-arabinofuranosidase (GH43_27)	NA	NA	NA	NA	CAZyme	GH43_27	extracellular	Predicted to release terminal alpha-arabinose (L-Araf) residues	AraQ	predicted_new	NA	fig|1679.45.peg.1670	DD707_08430	NA
Arabinose and arabinoside utilization	HypBA1	Bll1HypBA1;BLLJ_0211	Beta-1,2-L-arabinofuranosidase (GH127)	NA	NA	bAOS	Beta-arabinooligosaccharide utilization	CAZyme	GH127	intracellular	Releases terminal beta-1,2-linked arabinose (L-Araf) residues from beta-arabinobiose	BauR1	characterized	21149454	fig|565042.3.peg.218	BLLJ_0211	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on beta‐arabinobiose, but not on L‐arabinose (PMID: 32246585)
Arabinose and arabinoside utilization	HypBA2	BLLJ_0212	Extracellular beta-L-arabinobiosidase (GH121)	NA	NA	HRGP	Hydroxyproline-rich glycoprotein oligoarabinofuranoside degradation	CAZyme	GH121	extracellular	Liberates the Araf(b1-2)Araf disaccharide (beta-arabinobiose) from Ara3-Hyp. Acts on carrot extensin and potato lectin but not on Ara4-Hyp	BauR1	characterized	24385433	fig|565042.3.peg.219	BLLJ_0212	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on beta‐arabinobiose, but not on L‐arabinose (PMID: 32246585)
Arabinose and arabinoside utilization	HypAA	BLLJ_0213	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	NA	NA	HRGP	Hydroxyproline-rich glycoprotein oligoarabinofuranoside degradation	CAZyme	GH43_29	extracellular	Release terminal alpha-1,3-linked arabinose (L-Araf) residues from Ara4‐Hyp	BauR1	characterized	32246585	fig|565042.3.peg.220	BLLJ_0213	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on beta‐arabinobiose, but not on L‐arabinose (PMID: 32246585)
Arabinose and arabinoside utilization	BauA	BABP;BLLJ_0208	Beta-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	bAOS	Beta-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds beta-arabinobiose (but not arabinose) in vitro	BauR1	characterized	32246585	fig|565042.3.peg.215	BLLJ_0208	Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated on beta‐arabinobiose, but not on L‐arabinose (PMID: 32246585)
Arabinose and arabinoside utilization	BauB	NA	Beta-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	bAOS	Beta-arabinooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-arabinobiose	BauR1	characterized	32246585	fig|565042.3.peg.216	BLLJ_0209	NA
